#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AAK1	AGTR1	9606.ENSP00000386456	9606.ENSP00000398832	0	0	0.500	0	0.499
PSMA5	PSMB11	9606.ENSP00000271308	9606.ENSP00000386212	0	0.380	0.720	0	0.818
PTN	SPARCL1	9606.ENSP00000341170	9606.ENSP00000414856	0	0	0	0.604	0.604
RAB3D	RAB3IP	9606.ENSP00000222120	9606.ENSP00000447300	0	0.195	0	0.409	0.503
RAC1	SEMA3A	9606.ENSP00000348461	9606.ENSP00000265362	0	0	0.500	0	0.499
RAC1	SH3RF1	9606.ENSP00000348461	9606.ENSP00000284637	0	0.457	0	0	0.457
RAC1	VAV3	9606.ENSP00000348461	9606.ENSP00000359073	0	0.292	0.500	0.110	0.657
RAC1	VAV2	9606.ENSP00000348461	9606.ENSP00000360916	0	0.141	0.500	0.428	0.733
RAD9B	RMI1	9606.ENSP00000376440	9606.ENSP00000317039	0	0	0.500	0	0.499
RAD9B	RBBP8	9606.ENSP00000376440	9606.ENSP00000382628	0	0	0.500	0	0.499
RALYL	SKA2	9606.ENSP00000430128	9606.ENSP00000333433	0	0.415	0	0	0.414
RANBP2	VCL	9606.ENSP00000283195	9606.ENSP00000211998	0	0	0.500	0	0.499
RANBP2	XPO6	9606.ENSP00000283195	9606.ENSP00000302790	0	0.364	0	0.110	0.409
RANBP2	TOP2A	9606.ENSP00000283195	9606.ENSP00000411532	0	0.445	0	0	0.445
RBBP8	ZNF350	9606.ENSP00000382628	9606.ENSP00000243644	0	0.292	0	0.958	0.968
RBBP8	RMI1	9606.ENSP00000382628	9606.ENSP00000317039	0	0	0.500	0	0.499
RBM7	SOX2	9606.ENSP00000364639	9606.ENSP00000323588	0	0.457	0	0	0.457
RBP1	SOX2	9606.ENSP00000232219	9606.ENSP00000323588	0	0.414	0	0	0.414
RGS7BP	RGS9	9606.ENSP00000334851	9606.ENSP00000262406	0	0.457	0	0.283	0.594
RHOJ	STOM	9606.ENSP00000316729	9606.ENSP00000286713	0	0.125	0.500	0	0.543
RHOJ	WWP2	9606.ENSP00000316729	9606.ENSP00000352069	0	0.125	0.500	0	0.543
RIPK2	TRAF5	9606.ENSP00000220751	9606.ENSP00000261464	0	0.292	0	0.377	0.540
RIPOR2	XIRP2	9606.ENSP00000259698	9606.ENSP00000386840	0	0	0.800	0	0.800
ROBO1	SLIT2	9606.ENSP00000420321	9606.ENSP00000422591	0	0.949	0.900	0.984	0.999
RPL22L1	RPL39L	9606.ENSP00000346080	9606.ENSP00000389356	0	0.378	0	0.242	0.508
RRM2	TPX2	9606.ENSP00000353770	9606.ENSP00000300403	0	0	0	0.438	0.438
RUVBL1	TCF7L1	9606.ENSP00000318297	9606.ENSP00000282111	0	0	0.900	0	0.900
RUVBL1	SLFN11	9606.ENSP00000318297	9606.ENSP00000378067	0	0.420	0	0	0.420
SAA1	SAA4	9606.ENSP00000384906	9606.ENSP00000278222	0	0	0.540	0.250	0.640
SAA1	SAA2	9606.ENSP00000384906	9606.ENSP00000436126	0	0.174	0.540	0.739	0.892
SAA2	SAA4	9606.ENSP00000436126	9606.ENSP00000278222	0	0	0.540	0.257	0.643
SAR1B	SEC23A	9606.ENSP00000385432	9606.ENSP00000306881	0	0.353	0.540	0.280	0.766
SAR1B	SEC16A	9606.ENSP00000385432	9606.ENSP00000325827	0	0.061	0.500	0.280	0.632
SAR1B	SEC23B	9606.ENSP00000385432	9606.ENSP00000338844	0	0.353	0.540	0.280	0.766
SCN7A	SPTBN2	9606.ENSP00000496114	9606.ENSP00000432568	0	0	0.500	0	0.499
SEC16A	SEC23A	9606.ENSP00000325827	9606.ENSP00000306881	0	0.648	0.500	0.382	0.882
SEC16A	SEC23B	9606.ENSP00000325827	9606.ENSP00000338844	0	0.759	0	0.280	0.819
SEC23A	SEC23B	9606.ENSP00000306881	9606.ENSP00000338844	0	0.677	0.540	0.344	0.894
SELE	SELL	9606.ENSP00000331736	9606.ENSP00000498227	0	0.292	0	0.982	0.986
SEPTIN14	SEPTIN3	9606.ENSP00000373627	9606.ENSP00000494051	0	0.665	0.540	0	0.839
SERPINB3	SERPINB4	9606.ENSP00000283752	9606.ENSP00000343445	0	0.649	0	0.185	0.701
SGCB	SGCD	9606.ENSP00000370839	9606.ENSP00000338343	0	0.223	0.900	0.947	0.995
SGCB	UTRN	9606.ENSP00000370839	9606.ENSP00000356515	0	0	0.360	0.348	0.564
SKA1	SKA2	9606.ENSP00000285116	9606.ENSP00000333433	0	0.959	0.900	0.982	0.999
SLC17A6	SLC18A2	9606.ENSP00000263160	9606.ENSP00000496339	0	0	0.900	0	0.900
SLC18A2	UNC13B	9606.ENSP00000496339	9606.ENSP00000479261	0	0	0.500	0	0.499
SMPX	SPINK7	9606.ENSP00000368808	9606.ENSP00000274565	0	0.410	0	0	0.410
SORBS1	VCL	9606.ENSP00000360293	9606.ENSP00000211998	0	0.480	0.900	0.968	0.998
SORBS1	STAC	9606.ENSP00000360293	9606.ENSP00000273183	0	0	0	0.653	0.653
SORBS1	TPM2	9606.ENSP00000360293	9606.ENSP00000496494	0	0	0.500	0	0.499
SORBS1	SPART	9606.ENSP00000360293	9606.ENSP00000414147	0	0	0	0.667	0.667
SORBS1	TENM1	9606.ENSP00000360293	9606.ENSP00000403954	0	0.292	0	0.552	0.669
SOX2	TP63	9606.ENSP00000323588	9606.ENSP00000264731	0	0.166	0	0.828	0.850
SOX2	WWP2	9606.ENSP00000323588	9606.ENSP00000352069	0	0.292	0	0.410	0.564
SPART	WWP2	9606.ENSP00000414147	9606.ENSP00000352069	0	0.457	0	0.455	0.691
SRP72	SRPRB	9606.ENSP00000495128	9606.ENSP00000418401	0	0.848	0	0.135	0.863
STK31	TDRD1	9606.ENSP00000348132	9606.ENSP00000251864	0	0	0	0.467	0.467
STX19	STXBP5L	9606.ENSP00000320679	9606.ENSP00000273666	0	0.523	0.540	0.328	0.839
SULT1B1	SULT2A1	9606.ENSP00000308770	9606.ENSP00000222002	0	0.506	0.500	0	0.742
SULT1B1	SULT1E1	9606.ENSP00000308770	9606.ENSP00000226444	0	0	0.500	0	0.499
SULT1B1	SULT6B1	9606.ENSP00000308770	9606.ENSP00000384950	0	0	0.500	0	0.499
SULT1E1	SULT2A1	9606.ENSP00000226444	9606.ENSP00000222002	0	0	0.700	0	0.700
SULT1E1	SULT6B1	9606.ENSP00000226444	9606.ENSP00000384950	0	0	0.500	0	0.499
SULT2A1	SULT6B1	9606.ENSP00000222002	9606.ENSP00000384950	0	0	0.500	0	0.499
SV2B	SYNPR	9606.ENSP00000377779	9606.ENSP00000418994	0	0	0	0.410	0.410
SYNM	VCL	9606.ENSP00000336775	9606.ENSP00000211998	0	0	0	0.906	0.906
TAS2R10	TAS2R8	9606.ENSP00000240619	9606.ENSP00000240615	0	0	0.400	0	0.400
TAS2R10	TAS2R50	9606.ENSP00000240619	9606.ENSP00000424040	0	0	0.400	0	0.400
TAS2R10	TAS2R9	9606.ENSP00000240619	9606.ENSP00000240691	0	0	0.400	0	0.400
TAS2R50	TAS2R8	9606.ENSP00000424040	9606.ENSP00000240615	0	0	0.400	0	0.400
TAS2R50	TAS2R9	9606.ENSP00000424040	9606.ENSP00000240691	0	0	0.400	0	0.400
TAS2R8	TAS2R9	9606.ENSP00000240615	9606.ENSP00000240691	0	0	0.400	0	0.400
TDRD1	TDRD12	9606.ENSP00000251864	9606.ENSP00000390621	0	0	0.800	0.080	0.808
TESPA1	THEMIS	9606.ENSP00000400892	9606.ENSP00000487358	0	0	0.720	0	0.720
TGFB2	TGFBR3	9606.ENSP00000355896	9606.ENSP00000212355	0	0.292	0	0.981	0.985
TGFB2	TGFB3	9606.ENSP00000355896	9606.ENSP00000238682	0	0	0.540	0.835	0.920
TGFB3	TGFBR3	9606.ENSP00000238682	9606.ENSP00000212355	0	0.405	0	0.958	0.973
TLR1	TLR10	9606.ENSP00000354932	9606.ENSP00000308925	0	0.457	0	0.977	0.986
TNC	TNR	9606.ENSP00000265131	9606.ENSP00000356646	0	0	0.500	0	0.499
TPM2	VCL	9606.ENSP00000496494	9606.ENSP00000211998	0	0	0.500	0	0.499
TRPC1	TRPC4	9606.ENSP00000419313	9606.ENSP00000486109	0	0.483	0.900	0.981	0.998
VAV2	VAV3	9606.ENSP00000360916	9606.ENSP00000359073	0	0	0.900	0	0.900
VNN1	VNN2	9606.ENSP00000356905	9606.ENSP00000322276	0	0	0.900	0	0.900
WDR12	WDR3	9606.ENSP00000261015	9606.ENSP00000308179	0	0	0.540	0	0.540
ZKSCAN1	ZNF483	9606.ENSP00000323148	9606.ENSP00000311679	0	0.573	0	0	0.573
ZNF3	ZNF711	9606.ENSP00000306372	9606.ENSP00000353922	0	0	0	0.434	0.434
